;image;treatment;timepoint;batch;plateno;repno;genotype;radius
904;IMG_20230210_152338.jpg;Ino10;70h;batch2;3;2;sadB;103
905;IMG_20230210_152338.jpg;Ino10;70h;batch2;3;2;iol;51
906;IMG_20230210_152338.jpg;Ino10;70h;batch2;3;2;fleQ;14
907;IMG_20230210_152932.jpg;Ino10;70h;batch2;4;1;fleQ;13
908;IMG_20230210_152932.jpg;Ino10;70h;batch2;4;1;sadB;65
909;IMG_20230210_152932.jpg;Ino10;70h;batch2;4;1;WT;96
910;IMG_20230210_152932.jpg;Ino10;70h;batch2;4;1;iol;56
911;IMG_20230210_151256.jpg;Ino10;70h;batch3;1;4;sadB;100
912;IMG_20230210_151256.jpg;Ino10;70h;batch3;1;4;WT;66
913;IMG_20230210_151256.jpg;Ino10;70h;batch3;1;4;iol;61
914;IMG_20230210_151256.jpg;Ino10;70h;batch3;1;4;fleQ;7
915;IMG_20230210_151908.jpg;Ino10;70h;batch3;2;3;WT;55
916;IMG_20230210_151908.jpg;Ino10;70h;batch3;2;3;sadB;105
917;IMG_20230210_151908.jpg;Ino10;70h;batch3;2;3;iol;53
918;IMG_20230210_151908.jpg;Ino10;70h;batch3;2;3;fleQ;14
919;IMG_20230210_152508.jpg;Ino10;70h;batch3;3;2;sadB;91
920;IMG_20230210_152508.jpg;Ino10;70h;batch3;3;2;WT;87
921;IMG_20230210_152508.jpg;Ino10;70h;batch3;3;2;iol;47
922;IMG_20230210_152508.jpg;Ino10;70h;batch3;3;2;fleQ;12
923;IMG_20230210_153056.jpg;Ino10;70h;batch3;4;1;fleQ;12
924;IMG_20230210_153056.jpg;Ino10;70h;batch3;4;1;sadB;85
925;IMG_20230210_153056.jpg;Ino10;70h;batch3;4;1;WT;88
926;IMG_20230210_153056.jpg;Ino10;70h;batch3;4;1;iol;40
927;IMG_20230210_151430.jpg;Ino10;70h;batch4;1;4;sadB;92
928;IMG_20230210_151430.jpg;Ino10;70h;batch4;1;4;WT;86
929;IMG_20230210_151430.jpg;Ino10;70h;batch4;1;4;iol;55
930;IMG_20230210_151430.jpg;Ino10;70h;batch4;1;4;fleQ;10
931;IMG_20230210_152039.jpg;Ino10;70h;batch4;2;3;sadB;89
932;IMG_20230210_152039.jpg;Ino10;70h;batch4;2;3;fleQ;14
933;IMG_20230210_152039.jpg;Ino10;70h;batch4;2;3;WT;105
934;IMG_20230210_152039.jpg;Ino10;70h;batch4;2;3;iol;60
935;IMG_20230210_152631.jpg;Ino10;70h;batch4;3;2;WT;83
936;IMG_20230210_152631.jpg;Ino10;70h;batch4;3;2;sadB;97
937;IMG_20230210_152631.jpg;Ino10;70h;batch4;3;2;fleQ;11
938;IMG_20230210_152631.jpg;Ino10;70h;batch4;3;2;iol;53
939;IMG_20230210_153221.jpg;Ino10;70h;batch4;4;1;fleQ;10
940;IMG_20230210_153221.jpg;Ino10;70h;batch4;4;1;WT;100
941;IMG_20230210_153221.jpg;Ino10;70h;batch4;4;1;sadB;79
942;IMG_20230210_153221.jpg;Ino10;70h;batch4;4;1;iol;60
943;IMG_20230210_151603.jpg;Ino10;70h;batch5;1;4;sadB;89
944;IMG_20230210_151603.jpg;Ino10;70h;batch5;1;4;WT;88
945;IMG_20230210_151603.jpg;Ino10;70h;batch5;1;4;iol;50
946;IMG_20230210_151603.jpg;Ino10;70h;batch5;1;4;fleQ;12
947;IMG_20230210_152211.jpg;Ino10;70h;batch5;2;3;fleQ;11
948;IMG_20230210_152211.jpg;Ino10;70h;batch5;2;3;WT;44
949;IMG_20230210_152211.jpg;Ino10;70h;batch5;2;3;sadB;119
950;IMG_20230210_152211.jpg;Ino10;70h;batch5;2;3;iol;52
951;IMG_20230210_152811.jpg;Ino10;70h;batch5;3;2;WT;90
952;IMG_20230210_152811.jpg;Ino10;70h;batch5;3;2;sadB;97
953;IMG_20230210_152811.jpg;Ino10;70h;batch5;3;2;fleQ;11
954;IMG_20230210_152811.jpg;Ino10;70h;batch5;3;2;iol;58
955;IMG_20230210_153352.jpg;Ino10;70h;batch5;4;1;sadB;103
956;IMG_20230210_153352.jpg;Ino10;70h;batch5;4;1;fleQ;14
957;IMG_20230210_153352.jpg;Ino10;70h;batch5;4;1;WT;112
958;IMG_20230210_153352.jpg;Ino10;70h;batch5;4;1;iol;55
