orgId	expName	expDesc	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	expGroup	expDescLong	mutantLibrary	person	dateStarted	setName	seqindex	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells
WCS417	set3IT012	L-Citrulline (C)	2/18/2015 fluoroDangl_ML3_set3	108	4273386	13439	2532923	2521491	357	610	570.602.172.437.203	0.203914181965211	0.20730422300505	129.905.362.863.478	129.335.894.269.059	0.161902601642216	0.0131815565362355	-0.00623396541607639	221.203.972.260.221	carbon source	L-Citrulline carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT012	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	L-Citrulline	mM	20	Citrulline										
WCS417	set3IT014	Putrescine (C)	2/18/2015 fluoroDangl_ML3_set3	110	2865939	7217	1705332	1698090	243	610	384.270.196.877.122	0.216217671940931	0.212990420419336	129.873.027.222.384	129.335.894.269.059	0.231007019393161	0.0783409431137873	-0.00172148219010452	198.639.451.547.505	carbon source	Putrescine Dihydrochloride carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT014	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Putrescine Dihydrochloride	mM	20	Putrescine										
WCS417	set3IT015	NAG (C)	2/18/2015 fluoroDangl_ML3_set3	111	3497038	9093	2076665	2067989	297	610	467.976.691.559.176	0.232319606273588	0.204928544899186	130.256.277.002.043	129.335.894.269.059	0.197518031343023	0.012191901610087	-0.0216284780379217	252.077.350.489.533	carbon source	N-Acetyl-D-Glucosamine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT015	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	N-Acetyl-D-Glucosamine	mM	20	NAG										
WCS417	set3IT016	D-Glucosamine Hydrochloride (C)	2/18/2015 fluoroDangl_ML3_set3	112	4403019	9777	2710150	2699678	289	610	610.925.096.175.605	0.166520877049411	0.196237484599814	129.768.054.864.069	129.335.894.269.059	0.149290664812131	0.0255533247749966	-3,76E+09	773.459.082.726.832	carbon source	D-Glucosamine Hydrochloride carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT016	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	D-Glucosamine Hydrochloride	mM	20	Glucosamine										
WCS417	set3IT017	Uridine (C)	2/18/2015 fluoroDangl_ML3_set3	113	3656177	10158	2170293	2161101	315	610	489.047.522.063.815	0.189906641509701	0.21125591218608	129.956.028.185.891	129.335.894.269.059	0.173772579494682	0.0547523102118518	-0.0103591704625998	182.269.239.929.737	carbon source	Uridine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT017	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Uridine	mM	20	Uridine										
WCS417	set3IT018	Inosine (C)	2/18/2015 fluoroDangl_ML3_set3	114	3692477	6246	2196963	2187718	316	610	495.070.830.504.639	0.191762556844956	0.198537702240338	128.688.114.778.816	129.335.894.269.059	0.212089355351863	0.0265146286300747	-0.0167135279304512	116.585.288.241.358	carbon source	Inosine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT018	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Inosine	mM	12.5	Inosine										
WCS417	set3IT019	Cytidine (C)	2/18/2015 fluoroDangl_ML3_set3	115	3975718	11748	2359038	2349035	341	610	531.576.148.449.876	0.192864721831651	0.19817453110234	128.010.791.919.273	129.335.894.269.059	0.181979539660703	0.0148133406970981	-0.0177882018482598	16.167.377.702.876	carbon source	Cytidine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT019	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Cytidine	mM	20	Cytidine										
WCS417	set3IT020	D-Mannose (C)	2/18/2015 fluoroDangl_ML3_set3	116	3893266	5629	2319264	2309419	333	610	522.611.224.258.882	0.204969464180146	0.201024905408919	130.415.339.315.939	129.335.894.269.059	0.116820445503784	0.0184800453822459	0.00114288672035764	138.012.544.354.579	carbon source	D-Mannose carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT020	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	D-Mannose	mM	20	Mannose										
WCS417	set3IT021	octanoate (C)	2/18/2015 fluoroDangl_ML3_set3	117	3751502	8451	2236778	2227407	311	610	504.052.274.270.197	0.327781187888209	0.236624162059177	129.624.145.122.371	129.335.894.269.059	0.238816080729558	0.036912467757426	-0.0402310779686549	274.097.321.459.981	carbon source	Sodium octanoate carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT021	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Sodium octanoate	mM	20	Octanoate										
WCS417	set3IT023	Putrescine (C)	2/18/2015 fluoroDangl_ML3_set3	119	2910313	7641	1730540	1723094	246	610	389.928.490.608.735	0.216670671189674	0.219885768269691	129.373.120.305.671	129.335.894.269.059	0.187168298472862	0.0076576226115342	-0.0077498884562461	186.179.662.943.307	carbon source	Putrescine Dihydrochloride carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT023	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Putrescine Dihydrochloride	mM	20	Putrescine										
WCS417	set3IT024	NAG (C)	2/18/2015 fluoroDangl_ML3_set3	120	3250388	8668	1928883	1920718	277	610	43.464.992.079.656	0.226431821752651	0.225667325458987	129.335.894.269.059	129.335.894.269.059	0.148077920540781	0.0213583082968242	-0.0199217259549903	249.798.318.935.335	carbon source	N-Acetyl-D-Glucosamine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT024	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	N-Acetyl-D-Glucosamine	mM	20	NAG										
WCS417	set3IT025	D-Glucosamine Hydrochloride (C)	2/18/2015 fluoroDangl_ML3_set3	121	2795814	5780	1736161	1729528	161	610	39.138.447.612.582	0.157249424865067	0.234273564001116	130.485.458.152.842	129.335.894.269.059	0.093402261388031	0.0179725417760246	0.0033336940850794	833.726.799.695.617	carbon source	D-Glucosamine Hydrochloride carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT025	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	D-Glucosamine Hydrochloride	mM	20	Glucosamine										
WCS417	set3IT026	Uridine (C)	2/18/2015 fluoroDangl_ML3_set3	122	3027460	7736	1800056	1792304	258	610	40.559.040.506.902	0.156500521295496	0.210710866564223	130.932.805.810.773	129.335.894.269.059	0.154580248593833	0.0238932195201392	-0.00922260999773367	159.530.409.748.244	carbon source	Uridine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT026	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Uridine	mM	20	Uridine										
WCS417	set3IT027	Inosine (C)	2/18/2015 fluoroDangl_ML3_set3	123	3438480	4898	2044233	2035285	291	610	460.575.922.154.334	0.197665436924484	0.202141398488928	129.326.433.663.522	129.335.894.269.059	0.129340690326143	-0.0106381003734105	-0.0180607694578575	126.242.651.636.052	carbon source	Inosine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT027	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Inosine	mM	12.5	Inosine										
WCS417	set3IT028	Cytidine (C)	2/18/2015 fluoroDangl_ML3_set3	124	3761768	10880	2233840	2224487	324	610	503.391.491.287.622	0.173681189642142	0.206298964764499	13.137.772.537.665	129.335.894.269.059	0.12838212495067	0.0844172730468905	-0.0114649032500393	173.576.643.234.552	carbon source	Cytidine carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT028	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Cytidine	mM	20	Cytidine										
WCS417	set3IT029	D-Mannose (C)	2/18/2015 fluoroDangl_ML3_set3	125	3824905	5516	2276104	2266583	329	610	51.291.762.842.272	0.188172479673219	0.201454099914639	128.630.418.515.664	129.335.894.269.059	0.140471722984166	0.0739252681370105	-0.0188273362018613	177.132.330.092.308	carbon source	D-Mannose carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT029	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	D-Mannose	mM	20	Mannose										
WCS417	set3IT030	octanoate (C)	2/18/2015 fluoroDangl_ML3_set3	126	3143906	7151	1877137	1869195	259	610	422.990.495.587.237	0.330836087694143	0.247289945545062	132.192.809.488.736	129.335.894.269.059	0.227541293920903	0.07866378947832	-0.0317838401164621	282.216.020.068.868	carbon source	Sodium octanoate carbon source	fluoroDangl_ML3	Mark	2/18/2015	fluoroDangl_ML3_set3	IT030	RCH2_defined_noCarbon	30	7	"24 deep-well microplate; Multitron"	Aerobic	Liquid	750 rpm	Sodium octanoate	mM	20	Octanoate										
WCS417	set3IT033	Chloramphenicol 0.0075 mg/ml	3/2/2015 fluoroDangl_ML3_set3	129	2765309	11051	1640476	1633449	239	517	369.642.226.748.133	0.107753919301658	0.208492713556963	129.133.977.505.394	1.276.012.259.832	0.154655380782673	-0.0135769351120341	-0.0161626218691068	131.797.558.199.318	stress	LB with Chloramphenicol 0.0075 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT033	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Chloramphenicol	mg/ml	0.0075	Chloramphenicol	vol%	0.094537815							1165	B1,B2
WCS417	set3IT034	Chloramphenicol 0.015 mg/ml	3/2/2015 fluoroDangl_ML3_set3	130	3296193	13872	1954667	1946289	285	517	440.436.524.100.475	0.188088713879332	0.206985372782232	129.585.458.327.747	1.276.012.259.832	0.122577410574075	0.0342753132040289	-0.02966363827213	173.036.562.599.774	stress	LB with Chloramphenicol 0.015 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT034	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Chloramphenicol	mg/ml	0.015	Chloramphenicol	vol%	0.18907563							1165	B3,B4
WCS417	set3IT035	Tetracycline 0.001 mg/ml	3/2/2015 fluoroDangl_ML3_set3	131	3680831	11186	2188706	2178872	315	517	493.069.020.140.303	0.20603227667138	0.211098685130544	130.319.153.230.578	1.276.012.259.832	0.184304994837493	0.0038744254708317	-0.0412692754871316	353.021.841.975.564	stress	LB with Tetracycline hydrochloride 0.001 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT035	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Tetracycline hydrochloride	mg/ml	0.001	Tetracycline									1165	B7,B8
WCS417	set3IT037	Spectinomycin 0.4 mg/ml	3/2/2015 fluoroDangl_ML3_set3	133	2306085	7082	1368977	1363155	198	517	308.475.899.524.779	0.167767456375761	0.241491635787561	131.278.744.103.089	1.276.012.259.832	0.133887299600883	0.00721384039373406	-0.0248142237481559	225.230.623.741.981	stress	LB with Spectinomycin dihydrochloride pentahydrate 0.4 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT037	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Spectinomycin dihydrochloride pentahydrate	mg/ml	0.4	Spectinomycin									1165	C7,C8
WCS417	set3IT038	Nalidixic 0.015 mg/ml	3/2/2015 fluoroDangl_ML3_set3	134	3066824	11657	1826026	1817654	253	517	411.326.997.058.158	0.193458531575331	0.232554343721474	129.865.831.556.452	1.276.012.259.832	0.169244025136865	-0.00308554980683703	0.00439766323506815	318.283.551.940.829	stress	LB with Nalidixic acid sodium salt 0.015 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT038	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Nalidixic acid sodium salt	mg/ml	0.015	Nalidixate									1165	D7,D8
WCS417	set3IT039	Nalidixic 0.025 mg/ml	3/2/2015 fluoroDangl_ML3_set3	135	3211622	14497	1914038	1905298	260	517	431.160.443.539.262	0.224588721269141	0.246379274397563	131.817.596.002.626	1.276.012.259.832	0.219917439521892	0.0186539716810825	-0.0103342569250842	525.637.158.721.903	stress	LB with Nalidixic acid sodium salt 0.025 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT039	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Nalidixic acid sodium salt	mg/ml	0.025	Nalidixate									1165	E1,E2
WCS417	set3IT040	Gentamicin 0.008 mg/ml	3/2/2015 fluoroDangl_ML3_set3	136	4170975	10719	2656416	2642802	214	517	598.054.310.930.075	0.261064149607252	0.408617336393287	137.280.926.388.955	1.276.012.259.832	0.166214023300727	0.111046499454939	-0.0223535946950566	867.197.621.512.357	stress	LB with Gentamicin sulfate salt 0.008 mg/ml	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT040	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Gentamicin sulfate salt	mg/ml	0.008	Gentamicin									1165	F1,F2
WCS417	set3IT043	methylglyoxal 0.032 vol%	3/2/2015 fluoroDangl_ML3_set3	139	3766215	12525	2212277	2201370	286	517	49.816.021.724.372	0.200285175914827	0.482614310748609	140.599.235.967.584	1.276.012.259.832	0.0505309789938781	0.0583087318951831	-0.052762730993415	77.452.699.664.485	stress	LB with methylglyoxal 0.032 vol%	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT043	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	methylglyoxal	vol%	0.032	Methylglyoxal									1166	B3,B4
WCS417	set3IT044	2-Furfuraldehyde 0.03 vol%	3/2/2015 fluoroDangl_ML3_set3	140	3942736	11671	2341638	2331834	343	517	527.683.638.832.315	0.137768470246774	0.200629353694286	131.049.319.982.508	1.276.012.259.832	0.0796725869447674	-0.0128067204119756	0.0181586530064628	129.589.926.370.612	stress	LB with 2-Furfuraldehyde 0.03 vol%	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT044	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	2-Furfuraldehyde	vol%	0.03	Furfuraldehyde									1166	B5,B6
WCS417	set3IT045	2-Furfuraldehyde 0.06 vol%	3/2/2015 fluoroDangl_ML3_set3	141	3482364	10493	2070106	2061246	300	517	46.645.078.071.962	0.121577340203449	0.215482945726788	128.998.520.238.461	1.276.012.259.832	0.152525196249472	0.0400636608034668	0.0307863312609102	161.489.258.778.672	stress	LB with 2-Furfuraldehyde 0.06 vol%	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set3	IT045	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	2-Furfuraldehyde	vol%	0.06	Furfuraldehyde									1166	B7,B8
WCS417	set4IT053	Dimethyl Sulfoxide 5 vol%	3/2/2015 fluoroDangl_ML3_set4	149	3167552	7905	1889295	1881492	237	473	425.773.251.866.938	0.138059879193167	0.232038137502878	12.999.390.911.143	128.148.716.885.886	0.185576721868156	-0.0160980420321423	-0.0247462337558006	506.696.758.056.568	stress	LB with Dimethyl Sulfoxide 5 vol%	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set4	IT053	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Dimethyl Sulfoxide	vol%	5	DMSO									1166	F3,F4
WCS417	set4IT055	Choline chloride 300 mM	3/2/2015 fluoroDangl_ML3_set4	151	3640602	10253	2172724	2163730	280	473	489.642.453.043.675	0.169624146273978	0.269979397338733	132.192.809.488.736	128.148.716.885.886	0.180392523137123	0.0671663763650589	-0.0305011018681705	344.526.239.468.306	stress	LB with Choline chloride 300 mM	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set4	IT055	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Choline chloride	mM	300	Choline									1167	A3,A4
WCS417	set4IT061	1-ethyl-3-methylimidazolium acetate 35 mM	3/2/2015 fluoroDangl_ML3_set4	157	3132209	9004	1858890	1850687	265	473	418.802.217.696.311	0.165695466333479	0.275024437126241	129.387.180.975.639	128.148.716.885.886	0.114836915662908	0.0296376046413214	-0.000287391070674133	332.315.432.505.163	stress	LB with 1-ethyl-3-methylimidazolium acetate 35 mM	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set4	IT061	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	1-ethyl-3-methylimidazolium acetate	mM	35	Ethylmethylimidazolium acetate									1167	D5,D6
WCS417	set4IT063	1-ethyl-3-methylimidazolium chloride 200 mM	3/2/2015 fluoroDangl_ML3_set4	159	3549192	9190	2074219	2065099	265	473	46.732.269.744.286	0.25022519997153	0.27688236736456	132.403.268.321.229	128.148.716.885.886	0.175921855082363	0.0578266250029076	-0.0830921586751682	618.381.260.706.765	stress	LB with 1-ethyl-3-methylimidazolium chloride 200 mM	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set4	IT063	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	1-ethyl-3-methylimidazolium chloride	mM	200	Ethylmethylimidazolium chloride									1167	E3,E4
WCS417	set4IT064	Choline Lysine 25 mM	3/2/2015 fluoroDangl_ML3_set4	160	3053942	9681	1816979	1809353	260	473	4.094.485.177.642	0.114980314788077	0.222048602235541	131.259.023.030.803	128.148.716.885.886	0.151120210296327	0.0094784959739747	-0.0092682187400052	107.920.203.240.673	stress	LB with Choline Lysine 25 mM	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set4	IT064	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Choline Lysine	mM	25	Choline-lysine									1167	E5,E6
WCS417	set4IT065	L-Lysine 60 mM	3/2/2015 fluoroDangl_ML3_set4	161	2981141	8993	1771601	1764299	253	473	399.252.998.415.931	0.169237002601533	0.231179936911689	130.963.481.869.593	128.148.716.885.886	0.151771769525153	0.0188161968730326	0.0110404732720302	185.092.300.297.095	stress	LB with L-Lysine 60 mM	fluoroDangl_ML3	Mark	03/02/2015	fluoroDangl_ML3_set4	IT065	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	L-Lysine	mM	60	Lysine									1167	F5,F6
WCS417	set4IT071	Paraquat dichloride 0.002 mg/ml	3/1/2015 fluoroDangl_ML3_set4	167	2995102	8945	1784069	1776543	254	501	402.023.761.031.908	0.179096946277459	0.214645013393435	130.985.526.258.679	128.010.791.919.274	0.134369986262112	0.0210581115095382	-0.0218864456070379	204.944.354.893.602	stress	LB with Paraquat dichloride 0.002 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT071	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Paraquat dichloride	mg/ml	0.002	Paraquat									1161	A7,A8
WCS417	set4IT073	Paraquat dichloride 0.008 mg/ml	3/1/2015 fluoroDangl_ML3_set4	169	2592012	7658	1536445	1529803	214	501	3.461.875.990.043	0.147352131125044	0.259927205285441	129.956.028.185.891	128.010.791.919.274	0.173737032890247	0.0489667030248408	-0.0301828633762271	442.191.735.281.928	stress	LB with Paraquat dichloride 0.008 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT073	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Paraquat dichloride	mg/ml	0.008	Paraquat									1161	B3,B4
WCS417	set4IT074	Cisplatin 0.01 mg/ml	3/1/2015 fluoroDangl_ML3_set4	170	2375399	6997	1401040	1394760	190	501	315.627.970.128.988	0.247378129853728	0.273015614678206	134.914.956.362.239	128.010.791.919.274	0.224622089760062	-0.00114956216581148	-0.0332059985993384	392.614.383.643.495	stress	LB with Cisplatin 0.01 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT074	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Cisplatin	mg/ml	0.01	Cisplatin									1161	B5,B6
WCS417	set4IT075	Aluminum chloride 4 mM	3/1/2015 fluoroDangl_ML3_set4	171	2619130	7811	1554323	1548097	221	501	350.327.449.649.242	0.115938390680662	0.220246373167638	129.444.735.846.526	128.010.791.919.274	0.143269384445559	0.0184475113250464	0.00641328032252946	112.747.816.246.129	stress	LB with Aluminum chloride hydrate 4 mM	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT075	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Aluminum chloride hydrate	mM	4	Aluminium chloride									1163	A5,A6
WCS417	set4IT076	Phosphomycin 0.001 mg/ml	3/1/2015 fluoroDangl_ML3_set4	172	3527270	28995	2444201	2436219	108	501	55.130.549.898.167	0.126587049487539	0.277019746638604	13.112.016.882.943	128.010.791.919.274	0.146471272024344	-0.0337353996909948	0.0115441284207937	100.454.827.379.361	stress	LB with Phosphomycin disodium salt 0.001 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT076	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Phosphomycin disodium salt	mg/ml	0.001	Phosphomycin									1163	B5,B6
WCS417	set4IT077	Phosphomycin 0.002 mg/ml	3/1/2015 fluoroDangl_ML3_set4	173	2941909	18731	1940206	1933561	126	501	437.556.234.442.182	0.170325295023787	0.249960937443158	130.146.399.232.765	128.010.791.919.274	0.119860789091584	0.0198423383794574	0.00890184592478018	91.363.132.865.242	stress	LB with Phosphomycin disodium salt 0.002 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT077	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Phosphomycin disodium salt	mg/ml	0.002	Phosphomycin									1163	B7,B8
WCS417	set4IT078	Phosphomycin 0.003 mg/ml	3/1/2015 fluoroDangl_ML3_set4	174	3379997	22612	2262969	2255919	126	501	510.504.412.763.069	0.180006071386075	0.263660104528848	131.366.047.890.376	128.010.791.919.274	0.118769797259042	0.0670488239905621	-5,20E+09	94.342.169.627.237	stress	LB with Phosphomycin disodium salt 0.003 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT078	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Phosphomycin disodium salt	mg/ml	0.003	Phosphomycin									1163	C1,C2
WCS417	set4IT079	Bacitracin 1 mg/ml	3/1/2015 fluoroDangl_ML3_set4	175	3887758	11749	2314703	2304878	326	501	521.583.616.202.761	0.13140641524116	0.210376603869129	128.950.661.719.499	128.010.791.919.274	0.103287244482218	0.0033737708433243	-0.0432800423667412	252.616.068.943.432	stress	LB with Bacitracin 1 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT079	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Bacitracin	mg/ml	1	Bacitracin									1163	C5,C6
WCS417	set4IT080	Bacitracin 2 mg/ml	3/1/2015 fluoroDangl_ML3_set4	176	3178284	9493	1888532	1880594	268	501	425.570.038.470.242	0.122279529827627	0.212574094529925	130.812.229.536.233	128.010.791.919.274	0.137105485826571	0.00792483358697161	-0.0348232843787374	201.123.314.085.888	stress	LB with Bacitracin 2 mg/ml	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT080	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Bacitracin	mg/ml	2	Bacitracin									1163	C7,C8
WCS417	set4IT082	Lomefloxacin 0.0001 mM	3/1/2015 fluoroDangl_ML3_set4	178	2802470	9254	1665330	1658018	235	501	375.202.081.918.986	0.165841182984659	0.215627105982063	13.185.295.184.255	128.010.791.919.274	0.111074040579975	0.0102697142827617	-0.00449983488164302	161.854.716.571.252	stress	LB with Lomefloxacin hydrochloride 0.0001 mM	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT082	LB	25		"48 well microplate; Tecan Infinite F200"	Aerobic	Liquid	orbital	Lomefloxacin hydrochloride	mM	1.00E-04	Lomefloxacin									1163	E5,E6
WCS417	set4IT083	outer cut, LB soft agar motility assay	3/1/2015 fluoroDangl_ML3_set4	179	2897998	8134	1716001	1709120	244	501	386.766.236.705.137	0.184420566698782	0.260444488389348	131.550.182.572.793	128.010.791.919.274	0.169820623718524	0.0768897880162724	0.000641989499809583	19.083.283.742.776	motility	outer cut, LB soft agar motility assay	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT083	LB	30		Agar plate	Aerobic	Solid	0 rpm	Agar	g/L	3	Outer motility										
WCS417	set4IT084	outer cut, LB soft agar motility assay	3/1/2015 fluoroDangl_ML3_set4	180	2887259	8148	1707845	1701119	243	501	384.955.646.073.772	0.195654359080694	0.268490984814491	133.441.903.907.056	128.010.791.919.274	0.156254359021919	0.0661186734762297	0.0227442072077947	208.028.262.646.245	motility	outer cut, LB soft agar motility assay	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT084	LB	30		Agar plate	Aerobic	Solid	0 rpm	Agar	g/L	3	Outer motility										
WCS417	set4IT085	outer cut, LB soft agar motility assay	3/1/2015 fluoroDangl_ML3_set4	181	2769094	8361	1636759	1629880	233	501	368.834.577.958.814	0.17204917927827	0.314592254656138	134.889.514.248.763	128.010.791.919.274	0.207140479285683	-0.00385318333550383	-0.0258093090961845	184.481.492.754.155	motility	outer cut, LB soft agar motility assay	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT085	LB	30		Agar plate	Aerobic	Solid	0 rpm	Agar	g/L	3	Outer motility										
WCS417	set4IT086	outer cut, LB soft agar motility assay	3/1/2015 fluoroDangl_ML3_set4	182	2799958	8214	1652882	1646192	234	501	372.525.910.839.556	0.20185691437968	0.284487748742443	132.894.852.256.513	128.010.791.919.274	0.199193701190264	0.0664526641514362	-0.0204645006845709	236.025.214.656.708	motility	outer cut, LB soft agar motility assay	fluoroDangl_ML3	Mark	03/01/2015	fluoroDangl_ML3_set4	IT086	LB	30		Agar plate	Aerobic	Solid	0 rpm	Agar	g/L	3	Outer motility										
